name,general,specify,enrollment,language,rating,level,duration,instructor,instructor_rate,offered by
Introduction to Logic,Math and Logic,Math and Logic,202935,English,4.4,Intermediate,47,Michael Genesereth,3.9,Stanford University
Think Again IV: How to Avoid Fallacies,Arts and Humanities,Philosophy,50365,English,4.7,Beginner,17,"Dr. Walter  Sinnott-Armstrong, Dr. Ram  Neta",4.8,Duke University
Logistic Regression in R for Public Health,Health,Public Health,12087,English,4.8,Intermediate,12,Alex Bottle,4.8,Imperial College London
Love as a Force for Social Justice,Arts and Humanities,Philosophy,37594,English,4.7,Beginner,27,Anne Firth Murray,4.8,Stanford University
Low Intermediate English: Calls & Messaging,Language Learning,Learning English,4332,English,4.7,Other,19,"Dr. Katharine Nielson, Rebecca Payne-Passmore",4.4,Voxy
Low Intermediate English: Meet & Greet,Language Learning,Learning English,13524,English,4.7,Other,19,"Dr. Katharine Nielson, Rebecca Payne-Passmore",4.6,Voxy
Low Intermediate English: Planning & Organization,Language Learning,Learning English,1615,English,5.0,Other,19,"Dr. Katharine Nielson, Rebecca Payne-Passmore",4.4,Voxy
Low Intermediate English: Help & Information,Language Learning,Learning English,1972,English,4.7,Other,19,"Dr. Katharine Nielson, Rebecca Payne-Passmore",5.0,Voxy
Low Poly Art For Video Games,Arts and Humanities,Music and Art,7167,English,4.2,Intermediate,16,"Ricardo Guimaraes, Andrew Dennis",4.1,Michigan State University
 一堂課讓你認識肺癌（Basic Concepts of Lung Cancer: Diagnosis and Treatment）,Health,Patient Care,3158,Chinese (Traditional),4.9,Beginner,12,陳晉興,4.9,National Taiwan University
论文写作初阶（Academic Writing and Research）,Social Sciences,Law,13358,Chinese (Simplified),4.4,Other,21,"游 越, 凌斌 Bin Ling, 刘雅琼",4.7,Peking University
Luther and the West,Arts and Humanities,Philosophy,8506,English,4.6,Other,21,Christine Helmer,5.0,Northwestern University
Lymphoedema: Monitoring & Intervention After Breast Cancer,Health,Patient Care,2122,English,4.9,Intermediate,8,Louise Koelmeyer,4.8,Macquarie University
M2M & IoT Interface Design & Protocols for Embedded Systems,Computer Science,Design and Product,6590,English,4.6,Intermediate,8,"Bruce Montgomery, PhD, PMP",4.4,University of Colorado Boulder
理解马克思,Social Sciences,Governance and Society,9439,Chinese (Simplified),4.3,Other,13,"张 亮, 孙 乐强, 周 嘉昕",4.7,Nanjing University
Machine Design Part I,Physical Science and Engineering,Mechanical Engineering,99482,English,4.8,Intermediate,31,Dr. Kathryn Wingate,4.8,Georgia Institute of Technology
Supervised Machine Learning: Regression and Classification ,Data Science,Machine Learning,491906,English,4.9,Beginner,33,"DeepLearning.AI, Geoff Ladwig, Eddy Shyu, Aarti Bagul, Andrew Ng",5.0,Stanford University
Machine Learning for Accounting with Python,Business,Business Strategy,8472,English,4.6,Intermediate,64,Linden Lu,4.4,University of Illinois at Urbana-Champaign
Machine Learning Algorithms with R in Business Analytics,Business,Leadership and Management,5241,English,4.7,Intermediate,14,"Ronald Guymon, Gies College of Business, University of Illinois",4.7,University of Illinois at Urbana-Champaign
Machine Learning: Concepts and Applications,Data Science,Machine Learning,2554,English,3.3,Intermediate,37,Dr. Nick Feamster,4.0,The University of Chicago
Introduction to Applied Machine Learning,Data Science,Machine Learning,23868,English,4.7,Intermediate,6,Anna Koop,4.7,Alberta Machine Intelligence Institute
Python and Machine-Learning for Asset Management with Alternative Data Sets,Business,Finance,13884,English,4.4,Intermediate,20,"Gideon OZIK, Sean McOwen",4.4,EDHEC Business School
Machine Learning Basics,Computer Science,Software Development,4677,English,4.3,Other,14,Jaekwang KIM,3.7,Sungkyunkwan University
Scalable Machine Learning on Big Data using Apache Spark,Data Science,Machine Learning,21925,English,3.8,Intermediate,6,Romeo Kienzler,3.7,IBM
Managing Machine Learning Projects with Google Cloud,Data Science,Machine Learning,113985,English,4.6,Beginner,13,Google Cloud Training,4.6,Google Cloud
Calculus for Machine Learning and Data Science,Computer Science,Algorithms,33365,English,4.8,Beginner,25,"Magdalena Bouza, Anshuman Singh, Elena Sanina, Luis Serrano",4.9,DeepLearning.AI
Machine Learning Capstone,Computer Science,Software Development,7665,English,4.4,Intermediate,18,"Yan Luo, Artem Arutyunov",4.9,IBM
Machine Learning Algorithms: Supervised Learning Tip to Tail,Data Science,Machine Learning,16082,English,4.7,Other,9,Anna Koop,4.7,Alberta Machine Intelligence Institute
Machine Learning for Data Analysis,Data Science,Machine Learning,44526,English,4.2,Other,10,"Jen Rose, Lisa Dierker",4.3,Wesleyan University
Machine Learning Data Lifecycle in Production ,Data Science,Machine Learning,39906,English,4.3,Advanced,21,Robert Crowe,4.1,DeepLearning.AI
Introduction to Machine Learning,Data Science,Machine Learning,196164,English,4.7,Intermediate,21,"David Carlson, Timothy Dunn, Lawrence Carin , Kevin Liang",4.7,Duke University
Fundamentals of Machine Learning for Supply Chain,Data Science,Data Analysis,2689,English,3.8,Beginner,13,"Neelesh Tiruviluamala, Rajvir Dua",4.4,LearnQuest
Machine Learning Foundations for Product Managers,Data Science,Machine Learning,27198,English,4.6,Beginner,15,Jon Reifschneider,4.7,Duke University
Practical Machine Learning on H2O,Data Science,Machine Learning,8332,English,4.5,Intermediate,24,Darren Cook,4.5,H2O
Machine Learning Introduction for Everyone,Data Science,Machine Learning,16166,English,4.5,Beginner,7,"Aije Egwaikhide, Yasmine Hemmati",4.8,IBM
Linear Algebra for Machine Learning and Data Science,Computer Science,Algorithms,73609,English,4.5,Beginner,21,"Magdalena Bouza, Anshuman Singh, Elena Sanina, Luis Serrano",4.7,DeepLearning.AI
Machine Learning Modeling Pipelines in Production,Data Science,Machine Learning,28298,English,4.3,Advanced,23,Robert Crowe,4.3,DeepLearning.AI
Machine Learning Models in Science,Data Science,Machine Learning,13926,English,3.8,Intermediate,11,"Neelesh Tiruviluamala, Rajvir Dua, Sabrina Moore",4.7,LearnQuest
Introduction to Machine Learning on AWS,Information Technology,Cloud Computing,17328,English,4.5,Beginner,6,Russell Sayers,4.6,Amazon Web Services
Machine Learning: an overview,Information Technology,Data Management,2030,English,4.4,Beginner,2,Marcello Restelli,4.3,Politecnico di Milano
Probability & Statistics for Machine Learning & Data Science,Computer Science,Algorithms,31642,English,4.6,Beginner,28,Luis Serrano,4.8,DeepLearning.AI
Structuring Machine Learning Projects,Data Science,Data Analysis,441121,English,4.8,Beginner,6,"Younes Bensouda Mourri, Kian Katanforoosh, Andrew Ng",4.9,DeepLearning.AI
Machine Learning Using SAS Viya,Data Science,Machine Learning,7998,English,4.7,Intermediate,33,"Jeff Thompson, Catherine Truxillo",4.6,SAS
Introduction to Machine Learning in Sports Analytics,Data Science,Data Analysis,3085,English,4.6,Intermediate,12,Christopher Brooks,4.7,University of Michigan
機器學習技法 (Machine Learning Techniques),Data Science,Machine Learning,5755,Chinese (Traditional),4.9,Intermediate,18,林軒田,5.0,National Taiwan University
Using Machine Learning in Trading and Finance,Data Science,Machine Learning,23236,English,3.9,Intermediate,18,"New York Institute of Finance, Jack Farmer",4.4,Google Cloud
"Machine Learning Under the Hood: The Technical Tips, Tricks, and Pitfalls",Data Science,Machine Learning,4499,English,4.9,Beginner,17,Eric Siegel,4.8,SAS
Machine Learning with Apache Spark,Data Science,Machine Learning,3348,English,4.6,Intermediate,14,"Ramesh Sannareddy, IBM Skills Network Team",4.9,IBM
Machine Learning with Python,Data Science,Machine Learning,385045,English,4.7,Intermediate,12,"Joseph Santarcangelo, SAEED AGHABOZORGI",4.7,IBM
Machine Teaching for Autonomous AI,Data Science,Machine Learning,3549,English,4.8,Beginner,11,Kence Anderson,4.6,University of Washington
Machine Translation,Data Science,Machine Learning,14722,English,4.5,Intermediate,27,"Jan Niehues, Alexander Waibel",4.3,Karlsruhe Institute of Technology
Leer a Macondo: la obra de Gabriel García Márquez,Arts and Humanities,Music and Art,29219,Spanish,4.9,Other,21,"Andrea Junguito, Hugo Ramírez, Adolfo León Caicedo, Camilo Ernesto Hernández",4.9,Universidad de los Andes
"Country Level Economics: Policies, Institutions, and Macroeconomic Performance",Business,Finance,36282,English,4.5,Intermediate,16,Hadi Salehi Esfahani,4.4,University of Illinois at Urbana-Champaign
Macroeconomic Financial Accounts,Business,Finance,2260,English,4.6,Intermediate,28,"Daniele Fano, Giuseppe De Arcangelis",4.2,Sapienza University of Rome
Macroeconomics for Business Management,Business,Business Essentials,21056,English,4.8,Beginner,13,Roberto Dumas Damas,4.8,Fundação Instituto de Administração
Fundamentals of Macroscopic and Microscopic Thermodynamics,Physical Science and Engineering,Mechanical Engineering,14917,English,4.3,Advanced,9,John W. Daily,4.2,University of Colorado Boulder
Management of Fashion and Luxury Companies,Business,Leadership and Management,259179,English,4.7,Other,12,"Erica Corbellini, Stefania Saviolo",4.5,Università Bocconi
Magic in the Middle Ages,Arts and Humanities,History,126423,English,4.6,Beginner,9,"Sébastien Moureau - University of Louvain, Delfi I. Nieto-Isabel, Godefroid de Callataÿ - University of Louvain, Blanca Villuendas, Dr Gemma Pellissa Prades, Dr Pau Castell Granados",4.7,Universitat de Barcelona
Magna Carta and its Legacies: Freedom and protest,Arts and Humanities,History,5492,English,4.5,Beginner,9,Dr Emmett Sullivan,4.8,University of London
Magnetics for Power Electronic Converters,Physical Science and Engineering,Electrical Engineering,10986,English,4.8,Intermediate,17,Dr. Robert Erickson,4.9,University of Colorado Boulder
Major Engineering Project Performance,Physical Science and Engineering,Mechanical Engineering,21260,English,4.7,Intermediate,19,Dr Giorgio Locatelli,4.7,University of Leeds
"Major Engineering Projects: Governance, Risk and Scope",Physical Science and Engineering,Mechanical Engineering,7424,English,4.7,Intermediate,23,Dr Giorgio Locatelli,4.6,University of Leeds
Major and Principal Gifts,Business,Business Strategy,3114,English,4.5,Beginner,14,Jason Wohlman,4.7,"University of California, Davis"
How to Make a Comic Book (Project-Centered Course),Arts and Humanities,Music and Art,60973,English,4.6,Other,15,"Patrick E.  Yurick, ""Christopher OKeeffe""",4.8,High Tech High Graduate School of Education
"Make the Sale: Build, Launch, and Manage E-commerce Stores",Business,Marketing,86560,English,4.8,Beginner,24,Google Career Certificates,4.8,Google
"Здійснення продажів: створення й запуск магазинів електронної комерції, а також керування ними",Business,Marketing,3165,Ukrainian,4.9,Beginner,22,Google Career Certificates,4.9,Google
Making Architecture,Arts and Humanities,Music and Art,123299,English,4.8,Beginner,13,"David Jeffrey Goodman, IE Business School, Manuel Perez Romero, Nenad Katic",4.7,IE School of Architecture & Design
Making Money as a Freelancer,Business,Finance,4705,English,4.6,Beginner,9,Tatiana Mulry,4.8,California Institute of the Arts
Making Sense of Supplements,Health,Nutrition,13926,English,4.8,Beginner,3,NASM Faculty,4.7,National Academy of Sports Medicine
Making Your First Virtual Reality Game,Computer Science,Design and Product,24590,English,4.5,Intermediate,27," Dr Sylvia Xueni Pan, University of London, Prof Marco Gillies",5.0,"Goldsmiths, University of London"
"""Making"" Progress Teach-Out",Social Sciences,Governance and Society,2256,English,4.2,Beginner,5,Pablo Palomino,4.7,Emory University
Malware Analysis and Introduction to Assembly Language,Information Technology,Security,4507,English,4.5,Beginner,21,IBM Skills Network Team,4.5,IBM 
Mind Control: Managing Your Mental Health During COVID-19,Health,Psychology,187653,English,4.8,Beginner,2,Steve Joordens,4.8,University of Toronto
Manage Identities and Governance in Azure,Information Technology,Cloud Computing,1965,English,3.6,Intermediate,6,Whizlabs Instructor,4.7,Whizlabs
Play It Safe: Manage Security Risks,Computer Science,Computer Security and Networks,168011,English,4.8,Beginner,11,Google Career Certificates,4.9,Google
Understanding and Managing the Stresses of Police Work,Health,Psychology,5943,English,4.8,Beginner,2,Steve Joordens,4.9,University of Toronto
Management and financial accounting: Know your numbers 1,Business,Business Essentials,13690,English,4.7,Beginner,13,Dr John-Paul Monck,4.8,Macquarie University
Managing and Securing the Apigee Hybrid API Platform,Information Technology,Cloud Computing,13926,English,4.4,Beginner,2,Google Cloud Training,4.7,Google Cloud
Consulting Presentations and Storytelling,Business,Business Strategy,6907,English,4.9,Beginner,7,John Kim,5.0,Emory University
Consulting Tools and Tips,Business,Business Strategy,4072,English,4.9,Beginner,7,John Kim,5.0,Emory University
Essentials of Management and Strategic Planning,Business,Leadership and Management,9654,English,4.6,Beginner,9,Marla Noel,4.6,"University of California, Irvine"
Management Fundamentals,Business,Leadership and Management,16354,English,4.7,Beginner,6,"Michael Useem, Peter Cappelli",4.7,University of Pennsylvania
Business English: Management and Leadership,Language Learning,Learning English,70358,English,4.8,Intermediate,30,"Wanda Huber, Andrea Mürau Haraway, Jenny Young, Jessica Cinco",4.8,Arizona State University
On Strategy : What Managers Can Learn from Philosophy - PART 1,Business,Leadership and Management,50965,English,4.7,Other,16,Luc de Brabandere,4.6,CentraleSupélec
Management Skills for International Business,Business,Leadership and Management,25930,English,4.7,Other,18,David James,4.7,University of London
Manager dans l'incertain,Business,Leadership and Management,13926,French,4.9,Beginner,12,"Valérie Fernandez, Thomas Houy",5.0,Institut Mines-Télécom
Managerial Accounting: Tools for Facilitating and Guiding Business Decisions,Business,Finance,28340,English,4.7,Intermediate,24,"Gary Hecht, Ph.D.",4.7,University of Illinois at Urbana-Champaign
Managers du changement,Business,Leadership and Management,7417,French,4.8,Beginner,2,"David AUTISSIER, Jean-Marie PERETTI",4.8,ESSEC Business School
"Managing ADHD, Autism, Learning Disabilities, and Concussion in School",Health,Patient Care,31346,English,4.8,Other,9,"Lauren Welch, Eve Kutchman, Karen Hecker, Daniel Nicklas",4.8,University of Colorado System
Managing as a Coach,Business,Leadership and Management,57440,English,4.8,Other,12,Kris Plachy,4.8,"University of California, Davis"
"Managing Asthma, Allergies, Diabetes, and Seizures in School",Health,Patient Care,18442,English,4.8,Beginner,14,"Eve Kutchman, Daniel Nicklas, Karen Hecker, Lauren Welch",4.8,University of Colorado System
Managing Change when Moving to Google Cloud,Information Technology,Cloud Computing,3977,English,4.6,Beginner,1,Google Cloud Training,4.3,Google Cloud
Managing Cloud-native Applications with Kubernetes,Information Technology,Cloud Computing,2089,English,4.8,Intermediate,8, Marek Czernek,4.9,Red Hat
Managing Cybersecurity Incidents and Disasters,Information Technology,Security,8121,English,4.8,Beginner,14,"Michael Whitman, Ph.D., CISM, CISSP, Herbert J. Mattord, Ph.D., CISM, CISSP, CDP",4.6,University System of Georgia
Managing Data Analysis,Business,Leadership and Management,67236,English,4.6,Other,8,"Brian Caffo, PhD, Jeff Leek, PhD, Roger D. Peng, PhD",4.6,Johns Hopkins University
Gestión del análisis de datos,Business,Leadership and Management,3186,Spanish,4.6,Other,8,"Jeff Leek, PhD, Roger D. Peng, PhD",4.8,Johns Hopkins University
Управление анализом данных,Business,Leadership and Management,1950,Russian,4.6,Other,8,"Brian Caffo, PhD, Jeff Leek, PhD, Roger D. Peng, PhD",4.7,Johns Hopkins University
"Managing, Describing, and Analyzing Data",Data Science,Probability and Statistics,3830,English,4.6,Beginner,17,Wendy Martin,4.3,University of Colorado Boulder
إدارة الاجتماعات الفعالة | Managing Effective Meetings,Personal Development,Personal Development,13926,Arabic,4.9,Beginner,2,Alfaisal.KLD,4.7,Alfaisal University | KLD
Managing Emotions in Times of Uncertainty & Stress,Social Sciences,Education,221099,English,4.8,Beginner,9,Marc Brackett,4.8,Yale University
Managing Google Workspace,Computer Science,Computer Security and Networks,17990,English,4.7,Beginner,5,Google Cloud Training,4.7,Google Cloud
Preparing to Manage Human Resources,Business,Leadership and Management,238746,English,4.8,Other,17,John W. Budd,4.8,University of Minnesota
التحضير لإدارة الموارد البشرية,Business,Leadership and Management,8705,Arabic,4.8,Other,17,John W. Budd,4.7,University of Minnesota
"Managing Innovation: Ambidexterity, Teams and Leading Change",Business,Finance,13926,English,4.8,Beginner,12,E. Geoffrey Love,4.7,University of Illinois at Urbana-Champaign
Managing Linux Systems,Computer Science,Software Development,6928,English,4.5,Beginner,16,Aspen Olmsted,4.6,LearnQuest
Managing Machine Learning Projects,Data Science,Machine Learning,9249,English,4.8,Beginner,18,Jon Reifschneider,4.9,Duke University
Managing Network Security,Information Technology,Security,8555,English,4.7,Beginner,15,"Michael Whitman, Ph.D., CISM, CISSP, Herbert J. Mattord, Ph.D., CISM, CISSP, CDP",4.8,University System of Georgia
Managing the Organization,Business,Leadership and Management,42871,English,4.7,Beginner,12,"E. Geoffrey Love, Michael Bednar",4.9,University of Illinois at Urbana-Champaign
Organizational Behavior: How to Manage People,Business,Leadership and Management,54514,English,4.7,Other,14,Anneloes Raes,4.7,IESE Business School
Value-Based Care: Managing Processes to Improve Outcomes,Health,Patient Care,2185,English,4.7,Beginner,6,"Sara G. McNeil, Lechauncy Woodard, Susie Gronseth",4.6,University of Houston
Managing Scope in a Java Enterprise Edition Application,Computer Science,Software Development,1597,English,4.5,Intermediate,15,"Elizabeth Campbell, Grayson Lyvers",4.7,LearnQuest
Managing Security in Google Cloud,Information Technology,Cloud Computing,30872,English,4.7,Intermediate,7,Google Cloud Training,4.5,Google Cloud
Managing Talent,Business,Leadership and Management,71790,English,4.6,Beginner,13,"Cheri Alexander, Maxim Sytch, Ph.D.",4.6,University of Michigan
إدارة المواهب ,Business,Leadership and Management,13926,Arabic,4.9,Other,13,"Scott DeRue, Ph.D., Cheri Alexander, Maxim Sytch, Ph.D.",4.7,University of Michigan
Management of Urban Infrastructures – part 1,Business,Leadership and Management,29777,English,4.7,Other,12,Matthias Finger,4.7,École Polytechnique Fédérale de Lausanne
Manajemen Proyek Agile,Business,Leadership and Management,13926,Indonesian,4.9,Beginner,22,Google Career Certificates,4.8,Google
Mandarin Chinese 1: Chinese for Beginners,Language Learning,Other Languages,77767,English,4.8,Beginner,19,"Wang Jun, An Na",4.9,Shanghai Jiao Tong University
Mandarin Chinese 2: Chinese for Beginners,Language Learning,Other Languages,19075,English,4.8,Beginner,20,"Wang Jun, An Na",4.8,Shanghai Jiao Tong University
Mandarin Chinese 3: Chinese for Beginners,Language Learning,Other Languages,17544,English,4.9,Beginner,21,"Wang Jun, An Na",4.7,Shanghai Jiao Tong University
Mandarin Chinese for Intermediate Learners: Part 3,Language Learning,Other Languages,3438,English,4.8,Intermediate,19,"Wang Jun, An Na, 叶军",4.6,Shanghai Jiao Tong University
 Mandarin Chinese for Intermediate Learners: Part 1,Language Learning,Other Languages,11140,English,4.7,Intermediate,16,"Wang Jun, An Na, 叶军",4.8,Shanghai Jiao Tong University
Mandarin Chinese for Intermediate Learners: Part 2,Language Learning,Other Languages,4033,English,4.1,Intermediate,17,"Wang Jun, An Na, 叶军",5.0,Shanghai Jiao Tong University
Manejo del estrés en los colaboradores,Social Sciences,Governance and Society,13926,Spanish,4.7,Advanced,15,Ma. Magdalena Bricaire Ortiz,5.0,Tecnológico de Monterrey
Manejo de Crisis Epilépticas y Promoción de la Inclusión Social,Health,Health Informatics,3403,Spanish,4.9,Beginner,14,"Claudia Bustamante Troncoso, Claudia Alcayaga Rojas",4.9,Pontificia Universidad Católica de Chile
Manufacturing Process with Autodesk Fusion 360,Physical Science and Engineering,Mechanical Engineering,19723,English,4.7,Advanced,12,Autodesk,4.7,Autodesk
Mapas conceituais para aprender e colaborar,Personal Development,Personal Development,25215,Portuguese (Brazilian),4.9,Beginner,12,Paulo Rogério Miranda Correia,4.8,Universidade de São Paulo
Marine Biology,Physical Science and Engineering,Environmental Science and Sustainability,5442,English,4.7,Beginner,6,John Sparks,4.8,American Museum of Natural History
The Power of Markets III: Input Markets and Promoting Efficiency,Business,Business Essentials,4787,English,4.8,Intermediate,7,Mark Zupan,4.7,University of Rochester
The Power of Markets I: The Basics of Supply and Demand and Consumer Behavior ,Business,Business Essentials,17023,English,4.6,Beginner,7,Mark Zupan,4.4,University of Rochester
Market Research and Consumer Behavior,Business,Marketing,120557,English,4.4,Beginner,6,Shameek Sinha,4.3,IE Business School
Introduction to Market Research,Business,Marketing,3610,English,4.1,Beginner,24,"Evangelia Katsikea, Athanasia Lampraki",3.8,Queen Mary University of London
Market Risk Management: Frameworks & Strategies,Business,Finance,6608,English,4.6,Beginner,7,Jack Farmer,4.2,New York Institute of Finance
The Power of Markets II: Market Structure and Firm Behavior,Business,Business Essentials,7014,English,4.7,Intermediate,7,Mark Zupan,4.7,University of Rochester
Introdução ao Marketing Analítico,Business,Marketing,48846,Portuguese (Brazilian),4.7,Other,23,"Carlos R. F. Bara, Silvio Laban, Danny Claro",4.6,Insper
Digital Marketing Analytics in Theory,Business,Business Essentials,129160,English,4.5,Beginner,20,Kevin Hartman,4.5,University of Illinois at Urbana-Champaign
Marketing analytics: Know your customers,Business,Marketing,14624,English,4.7,Beginner,20,Ray Welling,4.8,Macquarie University
Marketing Analytics Foundation,Business,Marketing,61926,English,4.8,Beginner,11,Anke Audenaert,4.9,Meta
Marketing Analytics Capstone Project,Business,Marketing,3175,English,4.5,Other,11,David Schweidel,4.7,Emory University
Marketing Analytics with Meta,Business,Marketing,14203,English,4.8,Beginner,13,Anke Audenaert,4.9,Meta
Digital Media and Marketing Principles,Business,Marketing,99344,English,4.4,Beginner,20,Mike Yao,4.7,University of Illinois at Urbana-Champaign
Marketing: Customer Needs and Wants,Business,Business Strategy,25898,English,4.5,Other,10,Mario Capizzani,4.3,IESE Business School
Marketing in a Digital World,Business,Marketing,561092,English,4.7,Beginner,28,Aric Rindfleisch,4.8,University of Illinois at Urbana-Champaign
التسويق في عالم رقمي,Business,Marketing,7489,Arabic,4.6,Beginner,27,Aric Rindfleisch,3.8,University of Illinois at Urbana-Champaign
Marketing digital para E-commerce,Business,Business Strategy,11089,Spanish,4.7,Beginner,15,Martín Ramos Monso,4.8,Universidad de Palermo
Marketing Digital en Acción,Business,Marketing,7055,Spanish,4.8,Other,9,Martin Meister,5.0,Pontificia Universidad Católica de Chile
Mercadotecnia en un mundo digital,Business,Marketing,2802,Spanish,4.8,Beginner,27,Aric Rindfleisch,5.0,University of Illinois at Urbana-Champaign
Le marketing dans un monde numérique,Business,Marketing,1805,French,4.6,Beginner,28,Aric Rindfleisch,4.7,University of Illinois at Urbana-Champaign
Pilares de Marketing Digital,Business,Marketing,77840,Spanish,4.8,Beginner,26,"Sebastián Camiser, Francisco Albarello ",4.8,Universidad Austral
Proyecto Final - Programa Especializado en Marketing Digital,Business,Marketing,5539,Spanish,4.9,Beginner,8,Sebastián Camiser,4.9,Universidad Austral
Marketing estratégico: claves para competir con éxito,Business,Marketing,21885,Spanish,4.8,Beginner,12,Julián Villanueva,4.9,IESE Business School
Marketing Gerencial,Business,Finance,78925,Spanish,4.8,Intermediate,4,Pedro Hidalgo,4.7,Universidad de Chile
Marketing Internacional en Asia,Business,Marketing,6712,Spanish,4.8,Beginner,11,Dae Ryun Chang,4.7,Yonsei University
Developing a Winning Marketing Strategy,Business,Marketing,49746,English,4.8,Beginner,16,Hayden Noel,4.8,University of Illinois at Urbana-Champaign
Developing a Marketing Mix for Growth,Business,Marketing,28404,English,4.8,Beginner,13,Hayden Noel,4.8,University of Illinois at Urbana-Champaign
مقاييس التسويق وربحية التسويق,Business,Marketing,13926,Arabic,4.6,Beginner,1,Alfaisal.KLD,4.7,Alfaisal University | KLD
Marketing Mix Fundamentals,Business,Marketing,35877,English,4.6,Beginner,9,"Maria Teresa Aranzabal, Fernando Cortiñas",4.4,IE Business School
Marketing Mix Implementation Capstone ,Business,Marketing,4819,English,4.6,Intermediate,19,Ramon Diaz-Bernardo,4.8,IE Business School
Marketing on TikTok,Business,Marketing,2744,English,4.6,Beginner,5,Anke Audenaert,5.0,Aptly
Digital Media and Marketing Strategies,Business,Marketing,127808,English,4.6,Beginner,19,Mike Yao,4.7,University of Illinois at Urbana-Champaign
Marketing Strategy Capstone Project,Business,Marketing,6257,English,4.7,Beginner,29,Ramon Diaz-Bernardo,4.7,IE Business School
Research Report: Delivering Insights,Business,Marketing,16332,English,4.6,Intermediate,15,"Robin Boyar, Ashwin Aravindakshan, PhD",4.5,"University of California, Davis"
Business English: Marketing and Sales,Language Learning,Learning English,44433,English,4.7,Intermediate,31,"Jessica Cinco, Andrea Mürau Haraway, Wanda Huber, Jenny Young, Beatriz Fuentes-Anderson",4.8,Arizona State University
Marketing Strategy for Entrepreneurs,Business,Marketing,19842,English,4.4,Intermediate,12,Henrik Blomgren,4.7,EIT Digital 
Marketing e vendas B2B: Fechando novos negócios,Business,Business Essentials,45033,Portuguese (Brazilian),4.8,Beginner,12,"Artur Vilas Boas, André Leme Fleury",4.7,Universidade de São Paulo
Marketing Verde,Business,Marketing,83682,Spanish,4.8,Other,23,Claudia Patricia Arias Puentes,4.8,Universidad de los Andes
Marketing Channel Benefits,Business,Marketing,2519,English,4.4,Intermediate,9,Sandy Jap,4.9,Emory University
Marketing Channel Functions,Business,Marketing,13926,English,4.9,Intermediate,6,Sandy Jap,4.7,Emory University
The Marketing Plan,Business,Marketing,33108,English,4.6,Other,16,Ramon Diaz-Bernardo,4.7,IE Business School
Más que química,Physical Science and Engineering,Chemistry,2835,Spanish,4.8,Beginner,13,Manuel Fredy Molina Caballero,4.7,Universidad Nacional de Colombia
Mastering bitumen for better roads and innovative applications,Physical Science and Engineering,Chemistry,28409,English,4.7,Intermediate,7,"Frédéric ANDRZEJEWSKI, Jean Pascla PLANCHE, Olivier GAMET, Laurence LAPALU, Hélène AZOULAY, Eric GOSSE, Yves BROSSEAUD, Nadège VO VINH, Nicolas HAUTIERE, Virginie MOUILLET, Gilles GAUTHIER, Gary SCHOFIELD, Clémence QUEFFELEC, Mike SOUTHERN, Cécile GIACOBI, Sophie LIMBORG, Emmanuel CHAILLEUX, Jean-François CORTE, ""John DANGELO"", Armel de la BOURDONNAYE",4.6,École des Ponts ParisTech
Mastering Digital Twins,Information Technology,Data Management,10611,English,4.1,Beginner,1,"Asja Kamenica, Enrique Barra",4.1,EIT Digital 
Mastering Final Cut Pro,Business,Business Essentials,43850,English,4.5,Beginner,40,Jason Cox with Nick Harauz,4.7,LearnQuest
إتقان الإدارة المالية | Mastering Financial Management,Business,Finance,13926,Arabic,4.7,Beginner,1,Alfaisal.KLD,4.7,Alfaisal University | KLD
Mastering Statics,Physical Science and Engineering,Mechanical Engineering,14311,English,4.8,Intermediate,21,Lambros Katafygiotis,4.9,The Hong Kong University of Science and Technology
إتقان فن الإنجاز | Mastering The Art of Achieving,Personal Development,Personal Development,1618,Arabic,4.7,Beginner,1,Alfaisal.KLD,4.9,Alfaisal University | KLD
إتقان فن الإيجاز في الحديث | Mastering The Art of Briefing,Personal Development,Personal Development,13926,Arabic,4.9,Beginner,2,Alfaisal.KLD,4.7,Alfaisal University | KLD
Jugar y Aprender Matemática en aulas heterogéneas,Social Sciences,Education,6573,Spanish,4.9,Beginner,29,"Cecilia Laspina, María Laura Imvinkelried",4.9,Universidad Austral
Matemáticas financieras,Business,Finance,28271,Spanish,4.8,Intermediate,12,Dr. Gonzálo Antonio Luna Guerra,4.9,Universidad Nacional Autónoma de México
Material Behavior,Physical Science and Engineering,Mechanical Engineering,39847,English,4.8,Other,26,"Thomas H. Sanders, Jr.",4.7,Georgia Institute of Technology
Materials Data Sciences and Informatics,Physical Science and Engineering,Chemistry,16346,English,4.5,Intermediate,9,Dr. Surya Kalidindi,4.5,Georgia Institute of Technology
Material Processing,Physical Science and Engineering,Mechanical Engineering,28414,English,4.8,Other,11,"Thomas H. Sanders, Jr.",4.7,Georgia Institute of Technology
Materials in Oral Health,Health,Basic Science,20134,English,4.7,Other,15,"James Kit Hon Tsoi, Jukka Pekka Matinlinna",4.7,The University of Hong Kong
Materials Science: 10 Things Every Engineer Should Know,Physical Science and Engineering,Mechanical Engineering,97158,English,4.7,Other,8,James Shackelford,4.7,"University of California, Davis"
"Mechanics of Materials IV: Deflections, Buckling, Combined Loading & Failure Theories",Physical Science and Engineering,Mechanical Engineering,28638,English,4.8,Intermediate,8,"Dr. Wayne Whiteman, PE",4.8,Georgia Institute of Technology
