name,field,enrollment,language,rating,level,duration,description,skill,instructor,offered by
"Interviewing, Negotiating a Job Offer, and Career Planning",Data Science > Data Analysis,,Taught in English,,Beginner level,13 hours (approximately),"Discuss a technical interview preparation plan.Recall what actions need to be done before, during, and after an interview.Identify job offer acceptance or refusal best practices and create a career development plan.","Negotiation, Career Development, Technical Interviewing, interviewing",None {'Camille Funk'},"University of California, Irvine"
Interview Research and Preparation,Business > Business Essentials,"49,508 already enrolled",Taught in English,4.5,Intermediate level,19 hours (approximately),None,,4.7  {'Charles Duquette'},"University of Maryland, College Park"
Advanced Interviewing Techniques,Language Learning > Learning English,"40,332 already enrolled",Taught in English,4.7,,21 hours (approximately),None,,"4.8  {'Daniela C. Wagner-Loera', 'Charles Duquette'}","University of Maryland, College Park"
Intimacy of Creativity: Entering the Minds of Composers,Arts and Humanities > Music and Art,"4,747 already enrolled",Taught in English,4.6,Intermediate level,Approx. 5 hours to complete,None,,"4.8  {'Isaac Droscha', 'Bright Sheng', 'Ilari Kaila'}",The Hong Kong University of Science and Technology
Introduction to Abnormal Psychology,Health > Psychology,"19,238 already enrolled",Taught in English,4.9,Beginner level,14 hours (approximately),"An intro level understanding of symptomatology, intervention strategies, and relevant contextual factors of broad experiences of psychopathology.  A fundamental understanding of the indications a family member, friend, or colleague may be experiencing distressThe comfort level required for initiating an empathic, compassionate conversation with a person of concern.",,"4.8  {""Jen D'Andrea""}",Wesleyan University
Introduction to Accounting Data Analytics and Visualization,Business > Finance,"26,299 already enrolled",Taught in English,4.8,Beginner level,20 hours (approximately),None,"Predictive Analytics, Data Analysis, Coding, Data Visualization (DataViz), Data Architecture",4.9  {'Ronald Guymon'},University of Illinois at Urbana-Champaign
"Intro to Analytic Thinking, Data Science, and Data Mining",Data Science > Data Analysis,"7,150 already enrolled",Taught in English,4.2,Intermediate level,7 hours (approximately),The knowledge and skills needed to work in the data science professionHow data science is used to solve business problemsThe benefits of using the cross-industry standard process for data mining (CRISP-DM),"Environmental Data Analysis, Data Documentation, Geophysical Data, Data Mining",3.8  {'Julie Pai'},"University of California, Irvine"
Introduction to Android graphics,Computer Science > Mobile and Web Development,"15,899 already enrolled",Taught in English,4.0,Intermediate level,20 hours (approximately),None,"3d computer graphics, Android Studio, 2d computer graphics, Android",4.4  {'Benny Lo'},Imperial College London
走进天文学,Physical Science and Engineering > Physics and Astronomy,"1,984 already enrolled",Taught in Chinese (Simplified),4.9,Beginner level,Approx. 11 hours to complete,None,,"4.7  {'谢懿', '徐晓杰', '姜冰'}",Nanjing University
"Intro to AR/VR/MR/XR: Technologies, Applications & Issues",Computer Science > Design and Product,"18,704 already enrolled",Taught in English,4.7,Beginner level,28 hours (approximately),"Explain the conceptual and technological differences between VR, AR, MR, and XR.Understand strengths and weaknesses of VR and AR for new XR applications.Summarize the XR technology landscape in terms of platforms, devices, applications, and tools.Devise a strategic plan to incorporate XR into new projects and initiatives.","Augmented reality (AR), Virtual reality (VR), Extended Reality (XR), Mixed Reality (MR)",4.8  {'Michael Nebeling'},University of Michigan
Introduction to Blockchain for Financial Services,Computer Science > Computer Security and Networks,,Taught in English,4.7,Beginner level,29 hours (approximately),"The limitations of the Internet for business and economic activity, and how trust is established in a pre- and post-blockchain worldTerms such as miner, hash, nonce, proof-of-work, and public key cryptography, as well as the steps of a blockchain transactionSeven design principles for blockchain technologyTen challenges associated with implementing blockchain technology","Collaborative Working Environment, Blockchain (Database), Open Collaboration, Access Structure","4.8  {'Don Tapscott', 'Alex Tapscott'}",INSEAD
Burp Suite للمبتدئين: مقدمة في اختبار الاختراق,Information Technology > Security,,Taught in Arabic,,Beginner level,Approx. 1 hour to complete,None,"Burpsuite, اختبار الاختراق",None {'Hassan Hashem'},Coursera Project Network
Introduction to Business Analytics: Communicating with Data ,Business > Leadership and Management,"44,204 already enrolled",Taught in English,4.6,Beginner level,15 hours (approximately),None,"Data Analysis, Analytics, Business Analytics, Health Care","4.6  {'Unnati Narang', 'Kevin Hartman'}",University of Illinois at Urbana-Champaign
Introduction to Chemistry:  Reactions and Ratios,Physical Science and Engineering > Chemistry,"113,155 already enrolled",Taught in English,4.7,Beginner level,Approx. 18 hours to complete,None,,4.8  {'Prof. Dorian A. Canelas'},Duke University
Introduction to English Common Law,Social Sciences > Law,"92,381 already enrolled",Taught in English,4.8,Beginner level,Approx. 23 hours to complete,None,,"4.8  {'Eloise Ellis', 'Charlotte Crilly'}",University of London
Introduction to Computer Vision,Physical Science and Engineering > Electrical Engineering,"5,094 already enrolled",Taught in English,4.6,Intermediate level,8 hours (approximately),"Use common algorithms for feature detection, extraction, & matching Perform image registration by identifying control points & estimating geometric transformationsComplete a final project where you stitch together images from NASA’s Mars Curiosity RoverCombine images with image stitching to create panorama images","Image Processing, Computer Vision, Image Stitching, Image Registration, Matlab","4.6  {'Amanda  Wang', 'Matt Rich', 'Isaac Bruss', 'Brandon Armstrong', 'Megan Thompson'}",MathWorks
Introduction to Cyber Attacks,Computer Science > Computer Security and Networks,"88,871 already enrolled",Taught in English,4.7,Beginner level,18 hours (approximately),None,"Cybersecurity, Information Security (INFOSEC), Denial-Of-Service Attack (DOS), Risk Assessment",4.7  {'Dr. Edward G. Amoroso'},New York University
Introduction to Cybersecurity for Business,Information Technology > Security,"44,805 already enrolled",Taught in English,4.7,Beginner level,11 hours (approximately),None,"Cybersecurity, Information Security (INFOSEC), Risk Assessment, Attack Surface",4.7  {'Greg Williams'},University of Colorado System
Introducción a Data Science: Programación Estadística con R,Data Science > Data Analysis,"217,875 already enrolled",Taught in Spanish,4.7,Beginner level,Approx. 46 hours to complete,None,"Graphics, R Programming, Rstudio, Exploratory Data Analysis",4.8  {'Carlos Ernesto López Natarén'},Universidad Nacional Autónoma de México
Introduction to Economic Theories,Social Sciences > Economics,"68,276 already enrolled",Taught in English,4.5,Beginner level,Approx. 40 hours to complete,None,,"4.8  {'Irene van Staveren', 'Maria Dafnomili', 'Rob van Tulder'}",Erasmus University Rotterdam
Introduction to FPGA Design for Embedded Systems,Physical Science and Engineering > Electrical Engineering,"75,623 already enrolled",Taught in English,4.6,Intermediate level,18 hours (approximately),Describe what an FPGA is and how this technology was developedDetermine how to select the best FPGA architecture for a given applicationUse state of the art software tools for FPGA development and solve critical digital design problems using FPGAs,"Primality Test, Verilog, Digital Design, Static Timing Analysis",4.5  {'Timothy Scherr'},University of Colorado Boulder
Introdução à Guitarra,Arts and Humanities > Music and Art,"2,822 already enrolled",Taught in Portuguese (Brazilian),4.4,Beginner level,Approx. 20 hours to complete,None,,None {'Thaddeus Hogarth'},Berklee
Introduction to Indoor Air Quality,Physical Science and Engineering > Mechanical Engineering,"11,687 already enrolled",Taught in English,4.7,Beginner level,Approx. 11 hours to complete,None,,4.5  {'Christopher Chao'},The Hong Kong University of Science and Technology
Intro to International Marketing,Business > Marketing,"29,078 already enrolled",Taught in English,4.7,,7 hours (approximately),None,"Global Marketing, Marketing, Brand Management, Marketing Strategy",4.7  {'Dae Ryun Chang'},Yonsei University
Introduction to Java as a Second Language,Computer Science > Software Development,"3,256 already enrolled",Taught in English,4.4,Intermediate level,7 hours (approximately),None,"Computer Programming, Java, Familiarality with computer programming.",4.4  {'Jim Sullivan'},LearnQuest
Introduction to Learning Transfer and Life Long Learning (3L),Business > Business Essentials,"5,808 already enrolled",Taught in English,4.6,Beginner level,Approx. 6 hours to complete,None,,"4.4  {'Mike Smith', 'Carolyn Dare'}","University of California, Irvine"
Introduction to Multinational and Cross-Cultural Teams,Business > Leadership and Management,"2,200 already enrolled",Taught in English,,Intermediate level,14 hours (approximately),"Explain the concept of culture, how it affects your approach to work, & the opportunities and challenges in multinational and cross-cultural teams.","Culture, Bias, Teams, Awareness, multinational","None {'Daniel Student', 'Dr. Cleveland Justis'}","University of California, Davis"
Introducción a la producción audiovisual,Social Sciences > Education,"83,216 already enrolled",Taught in Spanish,4.7,Beginner level,Approx. 22 hours to complete,None,,"4.8  {'Julio César Pérez Navarro', 'Vicente Hinojosa Alarcón', 'Irene Anaís Pereda Aguado '}",Universidad Nacional Autónoma de México
Introducción a la producción musical ,Arts and Humanities > Music and Art,"9,423 already enrolled",Taught in Spanish,4.9,Intermediate level,6 hours (approximately),None,,4.9  {'Diego Alberto Tinajero Islas'},Universidad Nacional Autónoma de México
Code Yourself! An Introduction to Programming,Computer Science > Software Development,"387,101 already enrolled",Taught in English,4.7,Beginner level,Approx. 11 hours to complete,None,"Computer Programming, Algorithms, Programming Language, Scratch (Programming Language)","4.8  {'Dr Areti Manataki', 'Inés Friss de Kereki', 'The University of Edinburgh'}",Universidad ORT Uruguay
برمج بنفسك! مقدمة حول البرمجة,Computer Science > Software Development,"6,110 already enrolled",Taught in Arabic,4.5,,Approx. 11 hours to complete,None,,"None {'Dr Areti Manataki', 'Inés Friss de Kereki', 'The University of Edinburgh'}",Universidad ORT Uruguay
Introduction to Quality Improvement in Healthcare  ,Health > Public Health,"2,448 already enrolled",Taught in English,,,21 hours (approximately),None,,4.8  {'Dr Thomas Woodcock'},Imperial College London
Introducción a las redes sociales. Sus objetivos y métricas. ,Business > Marketing,"72,279 already enrolled",Taught in Spanish,4.4,Beginner level,14 hours (approximately),None,"Social Marketing, Social Media Marketing, Social Media, Marketing","4.6  {'José Antonio Cano Chambonnet', 'María de los Angeles Ramos Solano '}",Tecnológico de Monterrey
Introduction to Religions & Ecology,Arts and Humanities > Philosophy,"3,657 already enrolled",Taught in English,4.9,Beginner level,Approx. 14 hours to complete,None,"environment, conservation, Religion, Ecology","4.7  {'Mary Evelyn Tucker', 'John Grim'}",Yale University
Introduction to Reproducibility in Cancer Informatics,Data Science > Data Analysis,,Taught in English,,Intermediate level,Approx. 7 hours to complete,Create reproducible data analysesApply reproducibility skills to existing analyses scripts and projects,"Informatics, Data Analysis, Github, Reproducibility, R Programming","None {'Candace Savonen, MS'}",Johns Hopkins University
Introduction to Self-Driving Cars,Computer Science > Software Development,"137,894 already enrolled",Taught in English,4.7,Advanced level,35 hours (approximately),Understand commonly used hardware used for self-driving carsIdentify the main components of the self-driving software stackProgram vehicle modelling and control  Analyze the safety frameworks and current industry practices for vehicle development,,"4.8  {'Steven Waslander', 'Jonathan Kelly'}",University of Toronto
Introduction to Structured Query Language (SQL),Computer Science > Mobile and Web Development,"205,101 already enrolled",Taught in English,4.8,Intermediate level,15 hours (approximately),"Learn about the basic syntax of the SQL language, as well as database design with multiple tables, foreign keys, and the JOIN operation.Learn to model many-to-many relationships like those needed to represent users, roles, and courses.","Phpmyadmin, Relational Database, SQL, MySQL",4.8  {'Charles Russell Severance'},University of Michigan
Intro to Strategic Management for Healthcare Organizations,Business > Leadership and Management,,Taught in English,,Beginner level,Approx. 13 hours to complete,Explain general business strategy concepts related to the healthcare industryAnalyze market opportunities and challenges for purposes of formulating business strategies,"Critical Thinking, Strategic Thinking, strategy, Competitive Analysis, Business Strategy","None {'Paul Levy', 'John Friar'}",Northeastern University 
TensorFlow on Google Cloud,Data Science > Machine Learning,"46,377 already enrolled",Taught in English,4.4,Intermediate level,13 hours (approximately),"Create TensorFlow and Keras machine learning models and describe their key components.Use the tf.data library to manipulate data and large datasets.Use the Keras Sequential and Functional APIs for simple and advanced model creation.Train, deploy, and productionalize ML models at scale with Vertex AI.","Tensorflow, Python Programming, Machine Learning, keras, Build Input Data Pipeline",4.5  {'Google Cloud Training'},Google Cloud
Intro to TensorFlow em Português Brasileiro,Data Science > Machine Learning,,Taught in Portuguese (Brazilian),4.6,Intermediate level,18 hours (approximately),None,,None {'Google Cloud Training'},Google Cloud
Intro to TensorFlow en Español,Data Science > Machine Learning,"4,127 already enrolled",Taught in Spanish,4.4,Intermediate level,18 hours (approximately),None,,4.6  {'Google Cloud Training'},Google Cloud
Intro to TensorFlow en Français,Data Science > Machine Learning,,Taught in French,,Intermediate level,15 hours (approximately),"Create TensorFlow 2.x and Keras machine learning models and understand their key componentsUse the tf.data library to manipulate data and large datasetsUse the Keras Sequential and Functional APIs for simple and advanced model creationTrain, deploy, and productionalize ML models at scale with Vertex AI",,None {'Google Cloud Training'},Google Cloud
Intro to TensorFlow 日本語版,Data Science > Machine Learning,,Taught in Japanese,3.8,Intermediate level,19 hours (approximately),None,,None {'Google Cloud Training'},Google Cloud
Introdução ao Teste de Software,Computer Science > Software Development,"31,498 already enrolled",Taught in Portuguese (Brazilian),4.8,Beginner level,Approx. 16 hours to complete,None,,"4.7  {'Aracele Garcia de Oliveira Fassbinder', 'Stevao Alves de Andrade', 'Ellen Francine Barbosa', 'Márcio Eduardo Delamaro', 'Draylson Micael de Souza'}",Universidade de São Paulo
Intro to Acoustics (Part 1),Physical Science and Engineering > Mechanical Engineering,"15,034 already enrolled",Taught in English,4.5,Intermediate level,Approx. 13 hours to complete,None,,4.4  {'Yang-Hann Kim'},Korea Advanced Institute of Science and Technology(KAIST)
Introduction to Acoustics (Part 2),Physical Science and Engineering > Physics and Astronomy,"4,452 already enrolled",Taught in English,4.7,Intermediate level,Approx. 13 hours to complete,None,,4.8  {'Yang-Hann Kim'},Korea Advanced Institute of Science and Technology(KAIST)
Introduction to Data Analytics for Accounting Professionals,Data Science > Data Analysis,"5,994 already enrolled",Taught in English,4.7,Beginner level,Approx. 7 hours to complete,Define the characteristics of an analytical and data-driven mindset. Recognize how to establish the objectives and desired outcomes of a data analytics project for a business or client.Recognize ways data is described and interpreted. Describe the types and categories of data. ,,4.6  {'AICPA '},Association of International Certified Professional Accountants
Introduction to Databases for Back-End Development,Computer Science > Mobile and Web Development,"28,856 already enrolled",Taught in English,4.6,Beginner level,27 hours (approximately),Concepts and principles that underpin how databases work.Plan and execute a simple database development project.,"database administration, MySQL, Database (DBMS)",4.8  {'Taught by Meta Staff'},Meta
مقدمة عن قواعد بيانات للتطوير على الخادم,Computer Science > Mobile and Web Development,,Taught in Arabic,,Beginner level,27 hours (approximately),المفاهيم والمبادئ التي يستند إليها عمل قواعد البيانات.عليك وضع خطة والقيام بمشروع لتطوير قاعدة بيانات بسيطة.,,None {'Taught by Meta Staff'},Meta
Introducción a bases de datos para el desarrollo de backend,Computer Science > Mobile and Web Development,,Taught in Spanish,,Beginner level,27 hours (approximately),Conceptos y principios que sustentan el funcionamiento de las bases de datos.Planificar y ejecutar un proyecto de desarrollo de bases de datos simple.,,None {'Taught by Meta Staff'},Meta
Introduction to DevOps,Computer Science > Software Development,"91,244 already enrolled",Taught in English,4.8,Beginner level,9 hours (approximately),"The essential characteristics of DevOps including building a culture of shared responsibility, transparency, and embracing failure. The importance of Continuous Integration and Continuous Delivery, Infrastructure as Code, Test Driven Development, Behavior Driven Development.Essential DevOps concepts: software engineering practices, cloud native microservices, automated continuous deployments, and building resilient code.The organizational impact of DevOps, including breaking down silos, working in cross functional teams, and sharing responsibilities.","CI/CD, agile, Devops, TDD/BDD, Cloud Native",4.9  {'John Rofrano'},IBM
Sneak Peek: Dartmouth's Digital Transformation Certificate,Business > Business Strategy,,Taught in English,,Beginner level,Approx. 10 hours to complete,Agile development processesCloud-based analyticsDesign thinking,"Data Analysis, Data Strategy, product design, Leadership And Management, Digital transformation","None {'Geoffrey Parker', 'Elizabeth L. Murnane', 'Vikrant S. Vaze'}",Dartmouth College
Introduction to .NET Core,Computer Science > Software Development,"3,088 already enrolled",Taught in English,3.9,Beginner level,Approx. 12 hours to complete,"Understand .NET Core's features, versions, and setup, including differences between .NET Core and .NET Framework and development environment setup. Master .NET Core Architecture, CLI and core components to efficiently develop, build, test, and deploy applications using various commands and tools.Learn ASP.NET Core for web applications, MVC patterns, handling responses, and configuring applications including routing and hosting environments. Gain proficiency in .NET Core concepts like Dependency Injections, IoC Containers, middlewares, configuration, debugging & testing techniques. ",".Net, Middleware, .NET Core, C Sharp (C#) (Programming Language), MVC",3.0  {'Board Infinity'},Board Infinity 
Intro to Finance in Healthcare,Business > Finance,,Taught in English,,Beginner level,Approx. 11 hours to complete,"Demonstrate an ability to read and understand key data communicated in a company’s financial statementsRecognize the key elements that make up a balance sheet, income statement and statement of cash flows by recognizing revenue and expenses.Develop knowledge of how budgets work with financial statements to create a fuller understanding of the financial condition of a company.","Financial Statement, Principles of Finance, Generally Accepted Accounting Principles (Gaap)",None {'Patrick Holland'},Northeastern University 
Introduction to Healthcare,Health > Health Informatics,"38,593 already enrolled",Taught in English,4.8,Beginner level,11 hours (approximately),The major challenges of the U.S.healthcare systemIssues you may encounter in efforts to improve healthcare delivery and the healthcare systemWho the key stakeholders are in the U.S. healthcare system,,"4.9  {'Nigam Shah', 'Laurence Baker', 'Mildred Cho'}",Stanford University
Intro to Managing Ethics in the Workplace & Marketplace,Health > Healthcare Management,,Taught in English,,Beginner level,Approx. 15 hours to complete," Evaluate situations, issues, or questions making judgements on what constitutes an ethical problem Assign ethical problems into categories that allow one to approach the problem using standard tools and techniques Use ethics to help set business and management priorities in healthcare","Critical Thinking, Decision-Making, analysis, Ethics, Ethics in Healthcare",None {'Teodoro (Teo) Forcht Dagi'},Northeastern University 
Intro to Managing Healthcare Supply Chain Operations,Business > Leadership and Management,,Taught in English,,Beginner level,Approx. 17 hours to complete,None,"Project Management, Operations Management, Quality Assessment, Supply Chain, Process Analysis",None {'Gilbert Nyaga'},Northeastern University 
Introduction to Mobile Development,Computer Science > Mobile and Web Development,"21,731 already enrolled",Taught in English,4.7,Beginner level,12 hours (approximately),The role of a cross-platform mobile developerCreating a simple webpage using HTML5 Styling a web page using CSS Explaining React and React Native,"HTML and CSS, React (Web Framework), Web Development, JavaScript, Mobile Development",4.9  {'Taught by Meta Staff'},Meta
Intro to the Arctic,Physical Science and Engineering > Environmental Science and Sustainability,"1,847 already enrolled",Taught in English,4.7,Beginner level,6 hours (approximately),"Appreciate the long history of the Arctic and its peoplesRecognize and recall the physical geography of the Arctic, including major features of the Arctic Ocean and Arctic landsDescribe the key climate and environmental elements of the Arctic","History, oceanography, Geography, Climate Change, Environmental Protection",4.9  {'Mark C. Serreze'},University of Colorado Boulder
Introduction to Translational Science,Health > Basic Science,"8,422 already enrolled",Taught in English,4.5,Beginner level,Approx. 10 hours to complete,Students will be able to define translational science.Students will be able to explain how translational science can accelerate research discoveries to impact healthcare practices.,,"4.7  {'Martin S. Zand, MD, PhD'}",University of Rochester
Introduction to Ancient Egypt and Its Civilization,Arts and Humanities > History,"123,319 already enrolled",Taught in English,4.6,Intermediate level,Approx. 8 hours to complete,None,"Art History, Art, History, Mythology",4.5  {'David P. Silverman'},University of Pennsylvania
Introduction to Classical Music,Arts and Humanities > Music and Art,"238,467 already enrolled",Taught in English,4.9,,Approx. 65 hours to complete,None,"Art History, Music, Chord, History",4.9  {'Craig Wright'},Yale University
Introduction to CSS3,Computer Science > Mobile and Web Development,"205,244 already enrolled",Taught in English,4.8,Beginner level,16 hours (approximately)," Understand the importance of the separation of content and style. Write a simple CSS rule that can modify the colors and fonts on a web page. Modify the appearance of the text on a page using width, line-height, and text transformation.","Web Design, Web Development, Style Sheets, Cascading Style Sheets (CSS)","4.8  {'Charles Russell Severance', 'Colleen van Lent, Ph.D.'}",University of Michigan
مقدمة عن CSS3,Computer Science > Mobile and Web Development,,Taught in Arabic,,,Approx. 12 hours to complete,None,"I-Deas, Web Page, Web, Scrolling","None {'Charles Russell Severance', 'Colleen van Lent, Ph.D.'}",University of Michigan
Introdução à Ciência e Engenharia de Dados,Data Science > Data Analysis,,Taught in Portuguese (Brazilian),4.3,Beginner level,30 hours (approximately),None,"Big Data, Ciência de Dados, Engenharia de Dados, Mineração de Dados, Inteligencia Artificial",None {'Anderson França'},Fundação Instituto de Administração
Introdução à Análise Macroeconômica,Social Sciences > Economics,"20,202 already enrolled",Taught in Portuguese (Brazilian),4.8,Intermediate level,Approx. 23 hours to complete,None,,4.8  {'Roseli da Silva'},Universidade de São Paulo
Introdução ao marketing de mídias sociais,Business > Marketing,"1,618 already enrolled",Taught in Portuguese (Brazilian),4.6,Beginner level,15 hours (approximately),"Entender o ambiente do marketing tradicional, do marketing digital e de mídias sociaisEntender as principais plataformas de mídia social, como funcionam e o papel dessas plataformas no marketingCriar metas SMART, identificar KPIs e definir o público-alvo e a jornada do clienteEscolher as plataformas de mídia social certas e aprender a criar políticas de mídia social","Social Media, Project, Customer Experience, Social Media Platforms",4.9  {'Anke Audenaert'},Meta
Introdução ao Marketing Digital,Business > Marketing,,Taught in Portuguese (Brazilian),,Beginner level,30 hours (approximately),None,"Composto de marketing, ICP (Ideal Consumer Profile), Estratégias de marketing digital","None {'Kleber Oliveira', 'Tatti Maeda'}",Fundação Instituto de Administração
Introdução ao Workforce Management,Data Science > Data Analysis,,Taught in Portuguese (Brazilian),,Beginner level,22 hours (approximately),None,"RH estratégico, RH orientado a dados, análise de dados, Organização data-driven",None {'Paula Suda'},Fundação Instituto de Administração
Introdução ao Desenvolvimento de Aplicativos Android,Computer Science > Mobile and Web Development,"19,360 already enrolled",Taught in Portuguese (Brazilian),4.5,Intermediate level,Approx. 6 hours to complete,None,,"4.5  {'Cristhof Johann Roosen Runge', 'Ulisses Martins Dias'}",Universidade Estadual de Campinas
Introdução ao Big Data ,Data Science > Data Analysis,"15,616 already enrolled",Taught in Portuguese (Brazilian),4.6,Beginner level,Approx. 15 hours to complete,None,,4.6  {'Alessandra  Montini'},Fundação Instituto de Administração
Introdução às Tecnologias Blockchain,Business > Business Essentials,,Taught in Portuguese (Brazilian),4.9,Beginner level,29 hours (approximately),"A limitação da internet para os negócios e atividades econômicas, e como a cnfiança é estabelecida no mundo pré e pós blockchainTermos como minerador, hash, nonce, proof-of-work, e chave criptográfica pública, assim como os passos para a transação em blockchainSete princíos para desevolvimento da tecnologia blockchainDez desafios associados com a implementação da tecnologia blockchain",,"5.0  {'Don Tapscott', 'Alex Tapscott'}",INSEAD
Introducción a la gestión ágil de proyectos,Business > Leadership and Management,"3,192 already enrolled",Taught in Spanish,4.8,Beginner level,53 hours (approximately),None,,4.9  {'Leticia Almaguer Flores'},Tecnológico de Monterrey
Introducción a la Producción y Apreciación musical,Arts and Humanities > Music and Art,,Taught in Spanish,,Beginner level,Approx. 4 hours to complete,None,,None {'Jorge Alejandro Contreras de la Sierra'},SAE Institute México
Introducción a Lean Six Sigma,Physical Science and Engineering > Research Methods,"19,780 already enrolled",Taught in Spanish,4.7,Beginner level,26 hours (approximately),None,"Planeación para la ejecución, Estadística, Pensamiento Esbelto, Trabajo en Equipo, Análisis","4.6  {'Alberto Adán Caballero Gómez', 'Mohammad Reza Azarang Esfandiari'}",Tecnológico de Monterrey
Introducción a R,Data Science > Data Analysis,,Taught in Spanish,,Beginner level,Approx. 12 hours to complete, Conocer y dominar el lenguaje R ya que es un factor clave para lograr estrategias competitivas basadas en los datos  ,,"None {'César Iván Cobos May', 'Víctor Cruz Morales'}",Universidades Anáhuac
Introducción a Java,Computer Science > Software Development,,Taught in Spanish,,Beginner level,Approx. 17 hours to complete,Cómo codificar Java. Cómo utilizar uno de los entornos de desarrollo más populares (Eclipse).,"Desarrollo de software, Java, Entorno integrado de desarrollo, Algoritmos, Lenguaje de programación",None {'Guido Chiesa'},Universidad de Palermo
Introducción a la Innovación Empresarial y Creación de Valor,Business > Business Strategy,,Taught in Spanish,5.0,Advanced level,Approx. 18 hours to complete,"Aplicar las bases teóricas de los ciclos de cambio en las organizaciones.
Identificar la información requerida para el diseño de futuros posibles.Desplegar y documentar las etapas del proceso de Design Thinking .
Entender y gestionar el rol estratégico de la innovación en las organizaciones.","Pensamiento estratégico, Visión Holística, Creación de Valor",None {'Mario Saldaña'},Tecnológico de Monterrey
Introducción a la inteligencia artificial contemporánea,Data Science > Data Analysis,"7,565 already enrolled",Taught in Spanish,4.7,Beginner level,Approx. 18 hours to complete,Analizar el desarrollo epistemológico de la inteligencia artificial y sus diferentes áreas de conocimiento.Identificar las características esenciales de los paradigmas de aprendizaje de máquinas y las aplicaciones claves de la inteligencia artificial.Reconocer las implicaciones éticas y sociales del despliegue de sistemas de inteligencia artificial en el mundo contemporáneo.,"Reflexión ética, Programación básica, Uso de algoritmos, Pensamiento crítico, análisis de datos","4.5  {'María Lorena Flórez Rojas', 'Andrés Páez Peñuela', 'Nicolás Cardozo', 'Pablo Andrés Arbeláez Escalante', 'Nicanor Quijano Silva', 'Fredy Enrique Segura Quijano', 'Rubén Francisco Manrique', 'Olga Mariño Drews'}",Universidad de los Andes
Introducción a la inteligencia emocional,Personal Development > Personal Development,"39,967 already enrolled",Taught in Spanish,4.8,Beginner level,Approx. 10 hours to complete,Inteligencia emocional y programación neurolingüísticaControl emocional y manejo asertivo de emocionesDesarrollo de una mentalidad exitosa,,4.8  {'Daniella Cano'},UBITS
Introducción a la Psicología,Health > Psychology,"16,647 already enrolled",Taught in Spanish,4.8,Beginner level,Approx. 11 hours to complete,Comparar distintos modelos teóricos propuestos para el estudio de la menteDescribir los aportes del psicoanálisis para el estudio del funcionamiento consciente e inconsciente del psiquismoDescribir las distintas funciones cognitivas humanas y sus bases cerebralesReconocer la relación entre una alteración cognitiva y su expresión en la conducta,,"4.8  {'María Josefina Gonzalez Aguilar', 'Susana Levantini'}",Universidad Austral
Introducción a la Responsabilidad Social Universitaria,Social Sciences > Education,,Taught in Spanish,,Beginner level,Approx. 2 hours to complete,None,,None {'Instituto de Docencia Universitaria (IDU)'},Pontificia Universidad Católica del Perú
Introducción a la Robótica e Industria 4.0,Computer Science > Design and Product,,Taught in Spanish,,Beginner level,Approx. 7 hours to complete,None,,"None {'Daniel Alejandro Sansores Peraza', 'David Alberto Sansores Peraza', 'Luis Alberto Muñoz Ubando'}",Universidades Anáhuac
Introducción a la teoría política,Social Sciences > Governance and Society,,Taught in Spanish,,Beginner level,Approx. 16 hours to complete,None,,None {'Fernando Vallespin'},Università di Napoli Federico II
Introducción a la Valoración financiera,Business > Finance,,Taught in Spanish,5.0,Beginner level,Approx. 12 hours to complete,None,"Identificar los fundamentos y los enfoques alternativos de la valoración financiera., bonos, proyectos y empresas, Reconocer los métodos de valoración de acciones",None {'Gonzalo Cortazar'},Pontificia Universidad Católica de Chile
Introducción a la visualización de datos,Data Science > Data Analysis,,Taught in Spanish,,Beginner level,Approx. 11 hours to complete,None,"Implementar visualizaciones de datos básicas usando datos tabulares, diseñar visualizaciones de datos efectivas aplicando el modelo de Munzner",None {'Denis Parra'},Pontificia Universidad Católica de Chile
Introducción a las Simulaciones PhET para la Educación STEM,Social Sciences > Education,"2,854 already enrolled",Taught in Spanish,4.9,Beginner level,12 hours (approximately),Aprende qué hace que las simulaciones de PhET sean únicas.Encuentra simulaciones que sean relevantes para tu clase.Diseña una actividad PhET.,,"4.9  {'Rebecca Vieyra', 'Diana Lopez Tavares'}",University of Colorado Boulder
Introducción al análisis de sistemas de control con MATLAB,Physical Science and Engineering > Electrical Engineering,,Taught in Spanish,4.9,Intermediate level,Approx. 19 hours to complete,"Utilizar las herramientas de Matlab/Simulink para ilustrar los conceptos descritos.Diseñar algoritmos de control automático (dominio de tiempo y frecuencia) para cumplir especificaciones de desempeño en lazo cerrado. Identificar los componentes de respuesta transitoria, linealización, estabilidad y error de un sistema dinámico. Interpretar, reconocer y asociar las características de la salida con la entrada de un sistema dinámico. ","Diseñar estrategias de control en los dominios del tiempo y la frecuencia, Determinar los conceptos de análisis i.e. respuesta transitoria estabilidad y error., Conocer las herramientas de control que están Matlab/Simulink® para afianzar los conceptos de análisis y control., Aplicar las nociones de análisis y control en herramientas de cómputo i.e. Matlab/Simulink®","None {'Juan', 'Daniel Detjen Leal', 'Santiago Higuera Quintero', 'Nicanor Quijano Silva', 'Jorge Alfredo López Jiménez', 'María Alejandra Sandoval'}",Universidad de los Andes
